CustomerID,recency,frequency,monetary,tenure,avg_ticket,ipt_mean,ipt_std,monetary_std,return_rate,unique_products,weekend_purchase_pct,total_items,avg_unit_price,product_concentration,recency_scaled,frequency_scaled,monetary_scaled,tenure_scaled,ipt_mean_scaled,ipt_std_scaled,avg_ticket_scaled,monetary_std_scaled,return_rate_scaled,unique_products_scaled,weekend_purchase_pct_scaled,total_items_scaled,avg_unit_price_scaled,product_concentration_scaled
12347.0,2,7,4310.0,367,615.7142857142857,60.333333333333336,18.47881670093263,23.28990231050118,0.0,103,0.0,2458.0,2.644010989010989,0.09764035801464606,-0.9056445270649637,0.3562918494399269,1.0811202376406346,1.2205011984653873,0.21725193299715115,-0.010245362775092574,0.8796036094068804,0.15247627940275602,0.0,0.4847647963835191,-0.47247971450894716,1.0533757202608551,-0.3578935480907816,-0.4632331763694164
12348.0,75,4,1797.24,358,449.31,94.0,70.14983962918234,48.51485730087981,0.0,22,0.0967741935483871,2341.0,5.764838709677419,0.08543357539513029,-0.1751936016806472,-0.03483729145626595,0.09995295242004917,1.1441200361105064,0.7632994799045748,1.708841495369456,0.31249534113234934,1.0543568169689426,0.0,-0.46383094125473034,-0.12648231030345072,0.9745884883334125,1.3641851438437076,-0.5273628115758947
12349.0,19,1,1757.55,19,1757.55,0.0,0.0,34.655912704589504,0.0,73,0.0,631.0,8.289041095890411,0.05705229793977813,-0.7355395170439585,-0.42596643235245885,0.08445504193500282,-1.732903745923343,-0.7613085223517964,-0.6250327067134245,4.770996621329725,0.5588509812848058,0.0,0.13343304170268597,-0.47247971450894716,-0.17691720906767336,2.7570448376493437,-0.6764668815538185
12350.0,310,1,334.4,310,334.4,0.0,0.0,7.275538185065964,0.0,17,0.0,197.0,3.841176470588235,0.1218274111675127,2.176258007433248,-0.42596643235245885,-0.47124793883581334,0.7367538368844746,-0.7613085223517964,-0.6250327067134245,-0.07911963938153233,-0.42009335775763007,0.0,-0.5223862337015359,-0.47247971450894716,-0.4691707018583583,0.3027046492693162,-0.3361639113746269
12352.0,36,8,2506.04,297,313.255,36.857142857142854,64.53791797960992,51.68790029756352,0.0,59,0.0,536.0,12.75,0.06716417910447761,-0.5654345070229533,0.48666822973865786,0.3767208776354899,0.6264254912607576,-0.1635138953272618,1.5221337390683436,-0.1511821122991724,1.1678042235019273,0.0,-0.030521777148369494,-0.47247971450894716,-0.24088974781217815,5.218610474063933,-0.623343034709304
12353.0,204,1,89.0,204,89.0,0.0,0.0,12.215427404174878,0.0,4,0.0,20.0,6.074999999999999,0.4,1.1156032390669806,-0.42596643235245885,-0.567070242515087,-0.16284651973967892,-0.7613085223517964,-0.6250327067134245,-0.9154464709723994,-0.24347500715416356,0.0,-0.6746299940632302,-0.47247971450894716,-0.5883616424665409,1.5353327357438986,1.125245470795297
12354.0,232,1,1079.4,232,1079.4,0.0,0.0,8.679742086377074,0.0,58,0.0,530.0,4.5037931034482765,0.06037735849056604,1.3957761967486362,-0.42596643235245885,-0.18034485716890677,0.07478376314217294,-0.7613085223517964,-0.6250327067134245,2.4598513856192668,-0.3698881474866884,0.0,-0.0422328356377306,-0.47247971450894716,-0.2449301186802521,0.6683377717942555,-0.6589983210978825
12355.0,214,1,459.4,214,459.4,0.0,0.0,29.70352219466962,0.0,13,0.0,240.0,4.203846153846154,0.4,1.2156650096675718,-0.42596643235245885,-0.42243869694539277,-0.07797856156758898,-0.7613085223517964,-0.6250327067134245,0.34688221045081646,0.38178566572615225,0.0,-0.5692304676589803,-0.47247971450894716,-0.4402147106371614,0.5028264725962781,1.125245470795297
12356.0,23,3,2811.43,326,937.1433333333333,151.0,100.40916292848975,48.5722968956169,0.0,53,0.0,1591.0,3.201186440677966,0.10559396605908233,-0.695514808803722,-0.1652136717549969,0.49596771268281414,0.8725425699598185,1.6877958216983318,2.715564452885106,1.9750385604113958,1.0564104837683017,0.0,-0.10078812808453612,-0.47247971450894716,0.46954212982416427,-0.050443070568176866,-0.4214480476943517
12357.0,33,1,6207.67,33,1840.7671000000003,0.0,0.0,39.56476161876249,0.0,131,1.0,2708.0,3.3486259541984733,0.03545051698670606,-0.5954530382031307,-0.42596643235245885,1.8221109101061899,-1.614088604482417,-0.7613085223517964,-0.6250327067134245,5.054601729631194,0.734359532211226,0.0,0.81267443408563,3.102826795614516,1.2217245064306046,0.03091433436048534,-0.7899541431452531
12358.0,2,2,1168.06,151,584.03,149.0,0.0,52.27752321904825,0.0,13,0.0,248.0,8.27421052631579,0.14516129032258066,-0.9056445270649637,-0.29559005205372785,-0.14572543808086932,-0.6126466980517556,1.6553573535652173,-0.6250327067134245,0.7716230948076614,1.1888853091804874,0.0,-0.5692304676589803,-0.47247971450894716,-0.4348275494797294,2.7488613010559635,-0.2135768870284919
12359.0,58,4,6310.03,332,1577.5075,91.0,56.929781309961136,31.521902111972487,0.0,214,0.0,1609.0,8.664530612244898,0.01678060907395898,-0.34529861170165244,-0.03483729145626595,1.8620798221054171,0.9234633448630725,0.7146417777049034,1.2690122209996502,4.157409116942199,0.44679911997977473,0.0,1.7846922887026015,-0.47247971450894716,0.4816632424283862,2.9642406693438805,-0.8880384968281656
12360.0,52,3,2662.06,201,887.3533333333334,74.0,19.79898987322333,21.39461772670865,0.0,105,0.0,1165.0,3.5496899224806198,0.030901287553648068,-0.4053356740620072,-0.1652136717549969,0.43764262099343726,-0.1883069071913059,0.438914798573432,0.03367659236234213,1.8053535035861747,0.08471321382251266,0.0,0.5081869133622413,-0.47247971450894716,0.18267579819091131,0.14186181576152135,-0.8138540054682013
12361.0,287,1,189.9,287,189.9,0.0,0.0,3.280396317520186,0.0,10,0.0,91.0,3.335,0.13186813186813187,1.9461159350518882,-0.42596643235245885,-0.5276714224611395,0.5415575330886676,-0.7613085223517964,-0.6250327067134245,-0.5715777777877274,-0.5629336798327214,0.0,-0.6043636431270636,-0.47247971450894716,-0.540550587194332,0.023395506830507024,-0.2834139136224439
12362.0,3,10,5226.23,296,522.6229999999999,31.88888888888889,25.90581230363393,9.664671282056695,0.0,201,0.0,2229.0,3.94093984962406,0.026917900403768506,-0.8956383500049045,0.7474209903361198,1.4388841712187146,0.6179386954435486,-0.24409516934047418,0.23684962030333986,0.562347130066421,-0.33467347722055785,0.0,1.6324485283409071,-0.47247971450894716,0.8991682321293647,0.35775427220598116,-0.834781154969458
12363.0,110,2,552.0,242,276.0,132.0,0.0,15.751238912311859,0.0,23,0.0,408.0,2.3117391304347827,0.08823529411764706,0.17502259542142232,-0.29559005205372785,-0.38628081055296926,0.1596517213142629,1.379630374433746,-0.6250327067134245,-0.27814770362320557,-0.11705735507480011,0.0,-0.45211988276536924,-0.47247971450894716,-0.3270843263310898,-0.5412417937483041,-0.5126436832661216
12364.0,8,4,1313.1,112,328.275,34.333333333333336,2.516611478423584,8.910810071730502,0.0,70,0.25882352941176473,1506.0,1.910235294117647,0.14342629482071714,-0.8456074647046089,-0.03483729145626595,-0.08909109853057656,-0.9436317349229064,-0.20444815273333447,-0.5413054360994642,-0.09999373002331742,-0.36162665727097254,0.0,0.09829986623460266,0.4528937351700669,0.41230354252644946,-0.7627923768429852,-0.22269187105724833
12365.0,291,2,641.38,291,320.69,0.0,0.0,65.1966351414414,0.0,22,0.0,174.0,12.75,0.06896551724137931,1.9861406432921247,-0.29559005205372785,-0.35138025023164293,0.5755047163575037,-0.7613085223517964,-0.6250327067134245,-0.12584352227114426,1.6507888332854783,0.0,-0.46383094125473034,-0.47247971450894716,-0.48465879018597524,5.218610474063933,-0.6138795125672503
12367.0,4,1,168.9,4,168.9,0.0,0.0,5.648958069655612,0.0,11,0.0,173.0,3.2,0.3468208092485549,-0.8856321729448454,-0.42596643235245885,-0.5358713750987302,-1.860205683181478,-0.7613085223517964,-0.6250327067134245,-0.643146088559562,-0.4782492969630835,0.0,-0.5926525846377025,-0.47247971450894716,-0.48533218533065425,-0.051097750798437355,0.8458629168687991
12370.0,51,4,3541.94,360,885.485,102.66666666666667,111.80488957703653,21.13609480485583,0.0,143,0.0,2352.0,2.794578313253012,0.12244897959183673,-0.41534185112206634,-0.03483729145626595,0.7812128270297832,1.1610936277449242,0.9038661751480701,3.0946984976615637,1.7989861959373472,0.07547011341568408,0.0,0.9532071359579632,-0.47247971450894716,0.9819958349248814,-0.2748102112369901,-0.3328984353233014
12371.0,45,2,1887.96,60,943.98,14.0,0.0,44.277857887191665,0.0,63,0.0,591.0,3.8742857142857146,0.06091370558375635,-0.4753789134824211,-0.29559005205372785,0.1353767478144408,-1.3849451174177743,-0.5342392454199963,-0.6250327067134245,1.9983380215848932,0.9028692400697091,0.0,0.016322456809074924,-0.47247971450894716,-0.20385301485483326,0.3209743931260262,-0.6561805644045373
12372.0,72,3,1298.04,297,432.68,112.0,41.012193308819754,16.38258168926466,0.0,34,0.0,794.0,3.001346153846154,0.0906801007556675,-0.2052121328608246,-0.1652136717549969,-0.0949716359935344,0.6264254912607576,1.0552456931026033,0.7394365556578062,0.2558200550306537,-0.09448463836296046,0.0,-0.3232982393823971,-0.47247971450894716,-0.06715380048499678,-0.1607153222096905,-0.49979963068211264
12373.0,311,1,364.6,311,364.6,0.0,0.0,10.26028296848613,0.0,14,0.0,197.0,4.582142857142857,0.15228426395939088,2.1862641844933073,-0.42596643235245885,-0.45945562599508777,0.7452406327016835,-0.7613085223517964,-0.6250327067134245,0.023802407537963293,-0.31337827220859366,0.0,-0.5575194091696192,-0.47247971450894716,-0.4691707018583583,0.711571315402661,-0.17615558485967173
12374.0,25,1,742.9300000000001,25,742.9300000000001,0.0,0.0,19.77401063973374,0.0,33,0.0,342.0,4.21969696969697,0.07017543859649122,-0.6755024546836037,-0.42596643235245885,-0.31172762211986527,-1.681982971020089,-0.7613085223517964,-0.6250327067134245,1.3131566463145434,0.02677083131511121,0.0,-0.3350092978717582,-0.47247971450894716,-0.37152840587990366,0.5115729830318616,-0.607523061604668
